sentence,url,date_published,type
"While it is true that Russian Forces imposed their control on government institutions in Crimea by force, the latter narrative is recurring pro-Kremlin disinformation on the annexation of Crimea claiming that Crimean citizens chose to rejoin Russia through a legal referendum and that Crimea has never belonged to Ukraine.",https://euvsdisinfo.eu/report/crimea-always-has-been-russian-since-the-1950s,2020-02-27,claim
"As the heated discussion over the UN document slowed down later in the year, pro-Kremlin outlets came back to their usual guns, mixing disinformation narratives about funds on support for children being redirected to migrants  instead of children with scares about ”no-go zones” in European countries, and many more.",https://euvsdisinfo.eu/2019-the-disinformation-roller-coaster/,2019-12-18,news
There were hardly any surprises when it came to narratives used.,https://euvsdisinfo.eu/2019-the-disinformation-roller-coaster/,2019-12-18,news
"Attempts at white-washing Russia’s troops and armaments involvement in the eastern Ukraine, portraying the illegal annexation of Crimea as a democratic referendum, blaming the West for instigating the Euromaidan protests, and aggressively pushing the narrative about fascists running basically everything in Ukraine were all there this year – and we debunked them yet again.",https://euvsdisinfo.eu/2019-the-disinformation-roller-coaster/,2019-12-18,news
"And as 2018 saw pro-Kremlin outlets struggling up the slope of disinformation targeting Sergei Skripal a, his and his daughter Yulia’s poisoning and the investigation, which clearly proved Russia’s responsibility, they seemed to have reached the peak of their manipulation abilities, as we counted over 150 false narratives about the case of Sergei Skripal a year after the poisoning.",https://euvsdisinfo.eu/2019-the-disinformation-roller-coaster/,2019-12-18,news
"Roller coaster rides can sometimes get as scary as these deceitful narratives – but luckily, we debunked all of them, so click on the links provided above and we can move on with our ride.",https://euvsdisinfo.eu/2019-the-disinformation-roller-coaster/,2019-12-18,news
"On the one hand, narratives about the EU’s Nazi roots and the EU colonising and/or corrupting its member states were thrown into the information space.",https://euvsdisinfo.eu/2019-the-disinformation-roller-coaster/,2019-12-18,news
"Contradictory as they are, all these narratives had the same purpose: to discourage Europeans from voting.",https://euvsdisinfo.eu/2019-the-disinformation-roller-coaster/,2019-12-18,news
"Not leaving the puppet land yet, the roller coaster takes us next to other narratives used under this thematic umbrella.",https://euvsdisinfo.eu/2019-the-disinformation-roller-coaster/,2019-12-18,news
"The disinformation roller coaster does the merry-go-round, spinning and turning, sometimes using the same narratives for years.",https://euvsdisinfo.eu/2019-the-disinformation-roller-coaster/,2019-12-18,news
"This is a common narrative in pro-Kremlin disinformation, presenting the West as Russophobia and as aiming for depriving Russia of everything.",https://euvsdisinfo.eu/report/the-west-has-designed-and-is-implementing-a-treacherous-scenario,2017-06-09,claim
"The pro-Kremlin disinformation outlets also spun the “colour revolution” narrative in Italian, Spanish, Greek and Czech.",https://euvsdisinfo.eu/protests-in-cuba-for-the-kremlin-not-so-massive-nor-political-but-a-colour-revolution-anyway/,2021-08-17,news
"The host Inna Afinogenova, working a deputy director of RT’s Spanish-language website and a well-known influencer, went a step beyond narratives listed above.",https://euvsdisinfo.eu/protests-in-cuba-for-the-kremlin-not-so-massive-nor-political-but-a-colour-revolution-anyway/,2021-08-17,news
The claim above is part of a recurring pro-Kremlin disinformation narrative suggesting that Ukraine is persecuting Russian outlets/journalists and silencing pro-Kremlin opinions.,https://euvsdisinfo.eu/report/freedom-of-expression-is-oppressed-in-ukraine,2021-07-23,claim
"Examples of this content provided by Facebook are consistent with pro-Kremlin disinformation narratives on these topics, for instance attempting to cast doubt on the findings of the Joint Investigation Team (JIT) that found Russia responsible for the MH17 crash, attacking politicians and public figures advocating for closer ties with the West, and attacking humanitarian groups working to document war crimes in Syria.",https://euvsdisinfo.eu/figure-of-the-week-122/,2020-02-18,news
Media organisations are targets too: agents of disinformation seek to legitimise their content by having it re-published by credible outlets to which they can outsource “the narrative baton”.,https://euvsdisinfo.eu/figure-of-the-week-122/,2020-02-18,news
"It is a recurring pro-Kremlin disinformation narrative that depicts the racial justice protests in the US as a civil war, or as the disintegration or systemic collapse of American society.",https://euvsdisinfo.eu/report/globalists-want-their-candidate-to-win-the-2020-us-presidential-elections-at-any-cost-even-at-the-cost-of-destroying-the-united-states-itself,2020-08-02,claim
This narrative is also consistent with pro-Kremlin disinformation message claiming that the world is run by secret global elites .,https://euvsdisinfo.eu/report/globalists-want-their-candidate-to-win-the-2020-us-presidential-elections-at-any-cost-even-at-the-cost-of-destroying-the-united-states-itself,2020-08-02,claim
This narrative claims that European countries are no longer truly sovereign and the US dictates policies to the EU and its member states.,https://euvsdisinfo.eu/report/italy-lost-its-independence-to-the-eu-and-the-latter-is-under-us-control,2021-01-05,claim
This claim falls into the common category of pro-Kremlin disinformation narratives about biological weapons and alleged US laboratories in Russia’s neighbourhood.,https://euvsdisinfo.eu/figure-of-the-week1152270/,2020-05-19,news
"Earlier, we wrote about “memes”, disinformation evolving like genes, and “runaway evolution”, explaining why wildly extravagant false narratives are reproduced.",https://euvsdisinfo.eu/fake-it-until-you-break-it/,2021-02-05,news
"In a variety of narratives, COVID-19 was portrayed as a pretext for the global oligarchy to take over the word.",https://euvsdisinfo.eu/fake-it-until-you-break-it/,2021-02-05,news
"Another example is the recurring pro-Kremlin disinformation narrative painting the 2013-14 Ukrainian revolution as a coup d’etat, and Ukrainian politics as dominated by Nazi groups and ideology.",https://euvsdisinfo.eu/fake-it-until-you-break-it/,2021-02-05,news
"This is a recurring pro-Kremlin narrative about the West's involvement in Ukraine, depicting the 2013-14 revolution and its aftermath as a Western-sponsored coup d'état.",https://euvsdisinfo.eu/report/unscrupulous-nato-members-used-the-alliance-to-sabotage-ukraine,2021-06-27,claim
"The Kremlin’s view of the surrounding world
In addition, the doctrine codifies a series of ideas that have already become known as fundamental in the Kremlin’s view of Russia’s relationship with the surrounding world:

We meet the so-called foreign agents in the guise of “groups of citizens” who support “certain [foreign] states” in their attempts to achieve “psychological and information influence” in order “destabilise the internal political situation [in Russia]”;
We learn that private media owners are “shareholders” in national security and that there ought to be a “balance between citizens’ need for free exchange of information and limits that are tied to necessity of providing national information security”;
We see the narrative that Russian media are victims of “discrimination” abroad and see Russia’s international disinformation campaign referred to as the need to “create awareness about the Russian government’s policies and official positions abroad”.",https://euvsdisinfo.eu/to-preserve-traditional-russian-spiritual-and-moral-values/,2016-12-09,news
Recurring pro-Kremlin disinformation narrative claiming that Western sanctions against Russia are ineffective.,https://euvsdisinfo.eu/report/us-sanctions-only-invigourated-russias-economy,2021-06-16,claim
"The disinformation network is activated to highlight stories by Sputnik and push the broader narratives, alleging that NATO seeks to increase confrontation with Russia, uses false pretexts to encircle Russia, and threatens the global security (also see here).",https://euvsdisinfo.eu/figure-of-the-week-55/,2019-09-03,news
A recurring deceptive narrative on WWII that tries to diminish or deny the role of the Western Allies and the financial and material support to the Soviet Union.,https://euvsdisinfo.eu/report/in-the-summer-of-1941-britain-deliberately-did-not-rush-to-help-the-ussr,2020-12-18,claim
"The natural question that arises is whether RT’s audience comes to the channel because it confirms their narratives, or if the audience’s opinions have been shaped by RT.",https://euvsdisinfo.eu/honest-about-lying/,2017-02-03,news
"This message is a pro-Kremlin narrative on the “elites vs. people” – in this case, the political “elites” of Central and Eastern European countries are fully controlled by the West/USA, manipulating their societies in order to make them anti-Russian.",https://euvsdisinfo.eu/report/polish-elite-and-media-concerns-frighten-the-poles-with-russia-to-make-them-accept-expensive-purchases-of-western-weapons,2019-10-09,claim
Recurrent pro-Kremlin narrative that aims at impairing credibility of leading media and avoiding the Navalny case.,https://euvsdisinfo.eu/report/western-media-show-the-poisoning-thesis-of-alexei-navalny-because-they-are-driven-by-ideology,2020-09-26,claim
Recurring pro-Kremlin disinformation narrative concerning the language issue in Ukraine.,https://euvsdisinfo.eu/report/kiev-pushes-divisive-language-law-even-though-80-of-ukrainians-speak-russian,2021-01-23,claim
"The attacks have crystallised along the following lines:

EU is waging an economic war on Syria and the Syrian people
EU sanctions are impeding Syria’s response to Covid-19
EU sanctions are illegal
The EU is not helping the Syrian people
EU is subordinate to the US and supports terrorism in Syria

Below is our analysis putting in perspective the latest pro-Kremlin disinformation narratives around the EU’s sanctions and action in Syria.",https://euvsdisinfo.eu/pro-kremlin-disinformation-keeps-ignoring-basic-facts-on-syria/,2020-07-09,news
